ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
3zT0aiN2E70,30,40,"/m/026z9,/m/04rlf","['instrumental', 'fast tempo', 'dj', 'dj mixer', 'futuristic', 'fourth world music', 'psychedelic', 'hypnotic', 'vocalisation', 'catchy vocal riff', 'techno music', 'hysteria', 'live performance', 'live audience', 'outdoor performance', 'ambient sounds', 'people singing', 'fans cheering', 'clapping', 'muffled audio', 'amateur recording', 'heavily synthesised music', 'electro pop', 'synth pop', 'trance']","This music is an upbeat instrumental. The tempo is fast with vigorous digital drumming, synthesiser arrangements and DJ mixer effects. The music is electrifying, pulsating, buoyant, punchy, groovy, youthful and high-spirited. This music is an outdoor live performance with ambient sounds. There are sounds  of hysterical fans cheering, clapping and singing along. This music is Futuritic Electronic Pop/ Techno Pop.",7,False,False
3zntWbS9XeI,70,80,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['epic song', 'instrumental', 'no voices', 'instrument reverb', 'guitar strum', 'minimal instruments', 'no percussion']","This audio clip features the end of an instrument with a lot of reverb. This additional reverb gives the ending an epic feel. At the end of the clip, a guitar chord is struck. There are no other instruments in this song. There are no voices in this song. This song can be used to promote a reverb pedal.",0,False,True
4--05CAaDsg,460,470,"/m/04rlf,/m/07rrlb6","['baby noises', 'instrumental music', 'fun', 'frolic', 'baby home video', 'medium tempo', 'latin music', 'party time', 'amateur production', 'water splashing sounds', 'volume changes', 'latin dance music', 'memdium tempo', 'ambient swimming pool sounds', 'baby cooing', 'steady drumming', 'trumpets playing harmony', 'guitar accompaniment', 'groovy bass line', 'home video soundtrack']","The song is an instrumental with a baby making noises while paddling in a pool. The song is medium tempo with steady drumming, latin percussion, guitar accompaniment, trumpets playing in harmony and keyboard accompaniment. The song is a soundtrack for a home video and the audio quality is bad due to varying noise levels.",1,False,True
40D4L5Ndi6k,80,90,"/m/03r5q_,/m/04rlf","['male singer', 'fast tempo', 'regional pop', 'folk pop', 'emphatic vocals', 'foreign language', 'bright violin', 'energetic', 'animated percussions', 'lively mandolin', 'acoustic guitar', 'groovy bass line', 'folk song', 'folk music', 'world music', 'pop', 'pop hits', 'youthful', 'dance music', 'celebration', 'merry', 'happy']","A male vocalist sings this animated song in a foreign language. The tempo is fast with a bright applied violin accompaniment, lively drumming, groovy bass line, tambourine beats, rhythmic mandolin and acoustic guitar accompany net. The song is lively, energetic, vibrant, happy, vivacious and merry with a dance groove. This song is a Folk Pop/Regional Pop.",7,True,True
40i3_JH6FYw,90,100,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5,/m/0l14_3","['jam', 'instrumental', 'single instrument', 'overdriven electric guitar', 'guitar solo', '80s sound', 'blues']","This is a recording of an instrumental jam. There is a blues type solo being performed on an overdriven electric guitar. The guitar has an 80s sound. This recording could be sampled for use in beat-making or as an advertisement jingle.",9,False,False
40kbMyL2Wgo,30,40,"/m/04rlf,/m/06j64v","['hiphop', 'synth bass', 'digital drums', 'synth pads', 'lead sounds', 'male voice rapping', 'male voice singing', 'aggressive', 'uplifting energy', 'medium to uptempo']","This audio contains digital drums playing along to a male voice singing in a higher key while a synth bass sound and a lead sound are supporting the epic atmosphere. Then another male voice starts rapping with a lot of confidence and a little aggression in his voice. A male voice is providing backing vocals panned to both sides of the speakers. This song may be playing as a motivational mood enhancer.",6,False,False
40sAH2ZB0Pg,30,40,"/m/018j2,/m/01lyv,/m/04rlf,/m/0gg8l","['bluegrass', 'acoustic guitar', 'slide guitar', 'upright bass', 'banjo', 'female duo singing', 'amateur recording', 'uptempo']","Someone is playing an acoustic guitar strumming chords on the backbeat along with a banjo doing the same. A slide guitar is playing a melody along. An upright bass is playing a simple bassline. Two female voices are singing as a duo. The second one creates harmony in the higher register. This song is an amateur recording. This song may be playing at a local event.",6,False,True
40vmsGsFBsw,0,10,"/m/04rlf,/m/07pqn27","['ball bouncing sound', 'string section harmony', 'tutorial video soundtrack', 'animation', 'poor audio quality', 'timpaniâ€™s playing loud', 'violins playing', 'cellos', 'philharmonic orchestra', 'medium tempo', 'movie soundtrack', 'instrumental music', 'retro ad', 'ad jingle', 'funny video']","The song is an instrumental. The song is medium tempo with a string section accompaniment, timpani playing and other percussion instruments. There are other funny sounds like ball bouncing and other percussion tones. The song is an ad jingle soundtrack. The audio track is of poor quality.",1,False,True
40xkia7fwEM,30,40,"/m/04rlf,/m/04wptg","['male singer', 'medium tempo', 'violin', 'country music', 'sentimental', 'melancholic', 'string orchestra', 'string harmony', 'country folk song', 'country hits', 'country pop', 'regional pop', 'fiddle', 'cello', 'viola', 'acoustic guitar', 'dulcet', 'mellifluous', 'mellow', 'emotional', 'romantic', 'dreamy', 'sentimental nostalgic', 'story telling', 'performance']","A male vocalist sings this mellow country song. The tempo is medium with fiddle, cello and viola harmony with acoustic guitar rhythm.The song is mellow, soft, dulcet,emotional , melancholic and nostalgic . This song is Country Pop.",7,False,True
42QgE4mM55I,30,40,"/m/04rlf,/t/dd00003,/t/dd00005","['amateur recording', 'popsong', 'background song', 'kids singing', 'male and female voice singing', 'higher register', 'digital drums', 'synth sound', 'joyful energy']","A background song is being played containing a female voice singing along to a synthesizer pluck melody and a digital drum with a big deep kick sound. Kids are singing along and laughing when a male voice starts singing along in a higher key. This song may be playing while enjoying time with your family.",6,False,True
42xehaGoJbc,30,40,"/m/01xqw,/m/02qmj0d,/m/0l14_3","['live recording', 'violins', 'layers of violins', 'thrilling', 'exciting', 'suspenseful', 'string instruments', 'poor audio quality']","This is a live recording. The audio quality is poor. We hear a string section with layers of violins that are playing a motif which sounds exciting, suspenseful, and thrilling. It immediately gets you feeling on edge.",3,False,False
44sbWBFswUY,30,40,"/m/03r5q_,/m/04rlf,/m/0ggx5q","['fast dance beat', 'christmas music', 'four on the floor kick pattern', 'chipmunk vocal', 'drum machine', 'pitched up vocal', 'drum fill', 'syncopated synth chord stabs', 'spirited']","Spirited Christmas music with a fast four on the floor dance beat. There is a high pitched 'chipmunk' style vocal singing a well-known tune accompanied by syncopated synth chord stabs, a drum machine and a drum fill.",8,True,True
45iNSkfzOwM,190,200,"/m/039jq,/m/04rlf","['instrumental music', 'medium tempo', 'grinding tool', 'documentary soundtrack', 'glass friction sounds', 'piano accompaniment', 'music box tones', 'steady bass line', 'emotional', 'delicate', 'documentary soundtrack', 'ambient factory noise', 'tense', 'positive', 'fruitful', 'positive', 'sensitive']","The song is an instrumental. The tempo is medium with a piano accompaniment, music box tones and percussion tones with a metal grinding instrument making noise. The song is tense and anticipatory. The song is a soundtrack for a documentary film.",1,False,True
49nqh7uI9fw,30,40,"/m/04rlf,/m/07gxw,/m/07qfr4h,/m/07szfh9","['electro', 'synthesizer', 'white noise with filter', 'male voice samples', 'experimental']","This recording contains male voice samples that seem to be pitched down and strongly processed with effects, also reverb and delay. One is panned to the right side of the speakers. A lot of white noise is running through a filter and an LFO. A synthesizer is playing a simple melody for a moment before fading away. This song may be playing in-between two songs of a DJ-set.",6,False,True
4AejyFDHP_k,30,40,"/m/02p0sh1,/m/04rlf,/t/dd00031","['latin/country/folk', 'acoustic guitars', 'upright-bass', 'female duo singing', 'medium to uptempo']","An acoustic guitar almost fully panned to the left side of the speakers is strumming a single chord as a rhythmic element while an upright-bass is playing a walking bassline. The other acoustic guitar is adding a little melody at the end of the phrase of the singers. The female duo is singing a melody together. One a little deeper and the other a little higher creating a harmony. This song may be playing in the countryside of a Latin country.",6,False,True
4AfykLGm0j8,30,40,"/m/04rlf,/m/06bz3","['compilation', 'jingle', 'generic', 'rock', 'electric guitar', 'static sound effect', 'pop', 'female vocal', 'keyboard', 'electronic drums', 'disorganized', 'random']","This is a compilation of various different music pieces all in one recording to advertise a radio software. The pieces are generic in nature. There is a rock music piece with an electric guitar playing. After a static sound effect, it switches to a pop music piece. There is a female vocalist singing over a keyboard and electronic drum beat background. There is a random feeling to this track.",9,False,True
4BIIFU_b6BY,0,10,"/m/0155w,/m/04rlf,/m/07sbbz2","['blues/rock', 'e-bass', 'acoustic drums', 'e-guitar', 'fast tempo', 'dance']","An acoustic drum is playing a rock groove with a big emphasis on the ride and silent hits on the crash. Along with the drums a electric bass is playing a bluesy line and so does the guitar. Another e-guitar is strumming chords. The whole song sounds fast and may be playing at a local festival where people are dancing.",6,False,True
4Bc9OoagYmo,80,90,"/m/04rlf,/t/dd00031","['electric guitar lick', 'pop rock', 'electric guitar chord plucking', 'mellow', 'laid-back jazzy rock', 'simple jazzy rock drumming', 'organ chords', 'smooth']","The song has a laid-back, unfussy feel to it. There are various instruments layered to form a smooth, groovy, yet mellow song. The song would be categorized as pop rock, owing to the electric guitar lick and prominent electric guitar chord plucking. There's also an organ and an electric piano. The singer sounds soulful but relaxed.",3,False,True
4CkJjhuYRmY,10,20,"/m/01kcd,/m/0319l","['philharmonic orchestra', 'horn player', 'horn melody', 'string section', 'brass section', 'horn section', 'conductor', 'composer', 'western classical music', 'instrumental music', 'victory march', 'timpaniâ€™s', 'violins', 'exciting', 'enthusiastic', 'nostalgia', 'great memories', 'victories', 'emotional', 'splendour', 'clarinets', 'pomp and glory', 'medium tempo']","The song is an instrumental. The tempo is medium with a horn playing melody accompanied, by a string section, horn section and a rhythm section and led by a conductor. The song is exciting and regal. The song is a classical western tune.",1,False,False
4CkZqT26Vb0,30,40,"/m/025td0t,/m/02cjck,/m/02v2lh,/m/04rlf,/m/0l14gg","['ambient music', 'no voices', 'middle-eastern melody', 'middle-eastern instruments', 'percussion', 'flute', 'relaxing music', 'instrumental']","This song features a flute playing the main melody. This is accompanied by percussion playing a nomadic beat. A stringed instrument plucks notes in the background. Ambient synth sounds are played to give fullness to the song. This song has a middle-eastern influence and is dreamy. It can be played in the intro lobby of a game.",0,False,True
4EwWBI-tHLk,30,40,"/m/01kcd,/m/01wy6,/m/07c6l,/m/07gql","['instrumental', 'fast tempo', 'brass band', 'tuba', 'clarinet', 'street busking', 'trumpet', 'scratching sound', 'guiro', 'busking percussion', 'lively', 'animated', 'spirited', 'trombones', 'clarinet', 'wind instrument', 'brass instruments', 'banjo', 'resonator', 'shakers', 'busking', 'buskers']","This music is a lively harmony of the brass and wind instruments. The tempo is fast with lively tuba, trombone, trumpet, clarinet with mandolin and resonator accompaniment and busking percussion that sounds like scratching. His music is loud, vibrant, perky, engaging and animated street busking.",7,False,False
4GlH0-KhInI,30,40,"/m/02lkt,/m/04rlf,/m/07gxw","['techno', 'digital drums', 'synth bass', 'male voice singing', 'deeper voice', 'uptempo']","This song contains digital drums playing a kick on every beat together with a digital synth bass playing a simple almost monotone bassline. A male voice is singing in a deeper key. This song is running through some filters opening up and with a lot of reverb. This song may be playing while having a car ride.",6,False,False
4H1nc2Xv2Hg,30,40,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['guitarist', 'acoustic guitar', 'minor scale played wrong', 'guitar playing video', 'amateur player', 'guitar learner', 'ambient room noise', 'instrumental music', 'soloist', 'guitar solo', 'boring', 'unsteady playing', 'youtube music video', 'guitar demonstration', 'dissonant notes', 'poor audio quality', 'traffic noise']","The song is an instrumental. The tempo is slow and unsure, with a guitarist attempting to play a minor scale and gets the scale wrong. The song has poor audio quality with ambient traffic noise in the background.",1,False,False
4HfU5OQUqq0,220,230,"/m/04rlf,/m/08j51y","['vocal male monologue', 'drilling noises', 'youtube tutorial', 'medium tempo', 'documentary soundtrack', 'modern', 'cool', 'positive', 'groovy bass line', 'ambient room notes', 'male rap singer', 'memdium tempo', 'groovy bas slime', 'hip hop drumming rhythm', 'syncopated rhythm', 'groovy rhythm', 'soft music background track', 'documentary soundtrack', 'poor audio quality', 'strong bass drops', 'keyboard percussive tones']","A male artist talks and makes drilling noises. The song is a modern hip hop song with male rap vocals, hip hop drumming rhythm, heavy bass drops and keyboard harmony. The track has ambient room noises and the music track is very faint. The audio quality is very average.",1,False,True
4HhJneiP-hY,0,10,"/m/04rlf,/t/dd00037","['orchestra', 'winds section', 'timpani', 'rising pattern', 'dramatic', 'sound effects', 'thunder']","There is an orchestra composed of the winds section and the timpani playing a dramatic tune with a rising melody. Afterwards, a thunder sound effect can be heard. Sounds from this piece can be sampled for use in advertisement jingles or in beat-making.",9,False,False
4JYJRqwqWGM,60,70,"/m/0395lw","['amateur recording', 'chime/bell', 'birds chirping']","This audio contains a melodic bell ringing. In the background you can hear birds chirping. This is an amateur recording.",6,False,False
4KqSdK5KM-I,80,90,"/m/016cjb,/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/m/0gg8l","['bluegrass', 'semi acoustic mandolin', 'banjo', 'upright bass', 'background noises', 'amateur recording']","A banjo is playing chords while an upright bass is playing a bassline. These two form the rhythmic section. On top of that a mandolin is playing a fast and complex solo. In the background you can hear the crowd cheering and clapping hands. This is an amateur recording. This song may be playing in a big pub.",6,False,True
4Lk8pUeLCwQ,60,70,"/m/0145m,/m/04rlf,/m/0glt670","['male singers', 'backup singers', 'vocal harmony', 'keyboard accompaniment', 'reggae music', 'tero pop hits', 'retro dance hits', 'groovy dance rhythm', 'percussive bass line', 'groovy drum rhythm', 'keybiard accompaniment', 'sonic effects', 'horns playing trumpets', 'passionate', 'story telling', 'spirited', 'enthusiastic', 'exciting', 'medium fast tempo']","A male singer sings this reggae melody with backup singers in vocal harmony. The song is medium fast tempo with a groovy drum drumming rhythm, keyboard accompaniment, percussive bass line and various percussive effects. The song is groovy and enthusiastic with a reggae influence.",1,False,False
4M0njWKFsME,30,40,"/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['rock music', 'piano', 'electric guitar strumming', 'minor key', 'rock power ballad', 'ballad', 'grungy electric guitar strumming', 'overdrive']","Here we have a powerful rock ballad instrumental in a minor key. The guitar is grungy and overdriven, and the piano is clean and plays the same chords as the guitar at the same time.",3,False,False
4Mm5mBgktG0,30,40,"/m/04rlf,/m/07gxw,/m/07s72n,/m/07szfh9,/m/08cyft","['average audio quality', 'groovy rhythm', 'electronic dance music', 'instrumental music', 'groovy bass line', 'medium tempo', 'synth trumpet lead', 'people dancing', 'dj', 'techno dance rhythm', 'dance club', 'dance floor', 'spirited', 'energetic', 'youthful', 'grunge keyboard tones']","The song is an instrumental. The song is medium tempo with a groovy bass line, grunge keyboard tones, synth trumpet lead and techno drumming rhythm. The song is entertaining and energetic. The song is an electronic dance song with average quality recording.",1,False,True
4Mo7tdV2LZk,30,40,"/m/02p0sh1,/m/04rlf","['oriental', 'voices singing', 'fast oud playing', 'slower tempo', 'amateur recording']","A oud is being played fast while a choir is singing a melody slowly moving down the scale. This song may be playing at a music reunion. This is an amateur recording.",6,False,True
4PNPgaLKFlc,150,160,"/m/04rlf,/t/dd00031","['kids music', 'positive', 'fun', 'bright piano', 'subtle trumpets', 'appealing female vocals', 'easygoing', 'mid-tempo', 'jazzy drums']","The track is a Kids Music song. A female voice with appealing vocals sings an easygoing melody. A piano with a bright sound plays a jazzy melody. A jazz drum kit plays a smooth beat. In the background there are trumpets playing a melody that matches the positive and fun atmosphere of the track.",5,False,True
4Psj5jYa7a4,20,30,"/m/02bxd,/m/04rlf","['didgeridoo', 'circular breathing', 'water sound', 'percussive sound', 'fast tempo', 'amateur recording']","Someone is playing a didgeridoo using circular breathing to continue airflow. A percussive stick sound can be heard and in the background you can hear waves of water. This song may be playing at the beach practicing didgeridoo by yourself.",6,False,True
4Psyk_xyBl0,40,50,"/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5","['chorus electric guitar', 'guitar effects pedal', 'mid tempo', 'psychedelic', 'no vocals', 'dreamy']","The track features an electric guitar with a chorus pedal effect. The guitar alternates between riff to melody. The sound is space-like and almost psychedelic. The atmosphere is sweet and dreamy.",5,False,True
4QES-SJ7mP0,210,220,"/m/0145m,/m/04rlf,/m/0glt670","['r&b', 'synthesizer pad', 'electronic drums', 'female vocalist', 'hip hop', 'minor key', 'modern production', 'four chord']","A four chord modern hip hop/ R&B production featuring synthesizer pads, electronic drums, a female vocalist in a minor key.",8,False,False
4T2KBwRxi_g,520,530,"/m/02bxd,/m/04rlf,/m/09x0r,/m/0lyf6","['didgeridoo', 'breathing sounds', 'deep bellowing instrument', 'live recording']","This is a live recording of a didgeridoo being played. The musician  takes a deep breath intermittently while playing the deep, bellowing tone of the instrument.",3,False,False
4TXy2i036LU,30,40,"/m/0155w,/m/04rlf","['pop', 'e-guitar', 'strumpets', 'upright bass', 'drums', 'piano', 'male voice singing', 'medium to uptempo', 'sensitive']","This song contains drums with a deep and strong but jet soft kick sound with a snare that sounds muted. An upright bass or e-bass is playing a line along. A e-guitar is strumming a chord progression along with a piano. A male voice is singing in the midrange sounding sensitive and honest. Panned to both sides of the speakers two trumpets are playing a melody in the lower to mid-range. This song may be playing in a beautiful romantic art video.",6,False,False
4T_5clu_0OM,0,10,"/m/0164x2,/m/04rlf,/m/0xzly","['latin male vocals', 'backup singers', 'song intro', 'groovy bass line', 'medium tempo', 'poor audio quality', 'kick drums', 'latin band', 'latin dance band', 'gospel music', 'praise and worship', 'christian contemporary music', 'tambourine percussions', 'steady drum rhythm', 'groovy bas slime', 'latin folk song', 'latin folk song', 'conversations', 'passionately', 'spirited', 'groovy', 'guitar rhythm']","Male singers engage in a conversation at the beginning of the song. The song is medium tempo with a guitar playing rhythm, steady drumming rhythm, tambourine percussion, kick drum percussion and keyboard accompaniment. The song is romantic and spirited. The audio quality is poor.",1,False,False
4Ua6i_VDYU4,30,40,"/m/04rlf,/t/dd00035","['amateur recording', 'pop', 'dance', 'e-bass', 'digital drums', 'synth pluck', 'strings', 'female voice singing', 'crowd cheering', 'uptempo']","This audio contains a digital drum with a kick on every beat. An e-bass is playing a slightly funky groove. A synthesizer is playing a short fast melody. Another synth sound is playing a string/pad sound rising up into focus. A female voice is singing, then another female voice takes over singing. The crowd is cheering loudly. This song may be playing during a live show.",6,False,False
4Udqs0trpMw,30,40,"/m/05pd6","['orchestral/jingle', 'brass section', 'flutes', 'xylophone', 'cymbals', 'medium tempo', 'uplifting energy']","This audio contains an orchestral composition. A brass section is playing an uplifting melody with a horn playing a bassline. Cymbals are playing a 8th notes rhythm and flutes and a trombone are playing a countermelody. On top of that a xylophone is playing a melody in a higher pitch on top. This song may be playing during a cheerful cultural event such as Christmas.",6,False,False
4Vg0PQuHTk0,460,470,"/m/02x8m,/m/04rlf","['funk', 'bright synth', 'dance music', 'eighties', 'electro-funk', 'soul', 'groovy bassline', 'trumpety-synth', 'synth stabs']","This is a groovy, electro-funk track which works well for dancing. A song like this would be heard in the eighties. It is soulful and upbeat. There are synth stabs and a trumpety synth motif in the background.",3,False,False
4W8BYc8ZMaE,30,40,"/m/015lz1,/m/04rlf,/m/0z9c","['female voice', 'female backing vocal', 'acoustic guitar', 'crowd screaming', 'live music']","The music features a female voice singing while being backed by another female voice. The instrumental consists of only one acoustic guitar that strums chords. At one point the crowd is screaming/cheering. The sound of the recording plus the cheering crowd makes me think that this was recorded at a live event.",2,False,True
4W8IZxn3nEI,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['male vocalist', 'medium fast tempo', 'off key singing', 'relatable', 'simple melody', 'funny', 'homer simpson cover', 'home video', 'amateur singing', 'animated', 'childish lyrics', 'keyboard harmony', 'steady drumming', 'simple bass lines', 'auto tune', 'rhythmic acoustic', 'guitar']","A male vocalist sings this animated song. The tempo is medium fast with keyboard harmony, acoustic guitar , steady drumming and simple bass lines. The song is simple, catchy, funny, spirited, animated and easy to sing along. The lyrics are funny.",7,False,True
4X2aUZFZlzc,30,40,"/m/0283d,/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07qv_x_,/m/07s72n,/m/08cyft,/m/0ggx5q","['techno/hardstyle', 'digital drums', 'voice samples', 'two different songs', 'synth sound', 'fast tempo', 'amateur recording']","A digital drum is playing a monotone beat with a kick on every beat along with a repeating voice sample. In the next song a wide synth pad is playing a string sound while a female voice sample is singing a melody. These songs may be playing in a techno club.",6,False,True
4Y5VcH7iK3Q,30,40,"/m/0155w,/m/04rlf","['instrumental', 'surf rock', 'ride cymbal', 'spring reverb', 'rhythm electric guitar strumming', 'lead electric guitar melody', 'walking bassline']","Instrumental surf rock with a lead electric guitar playing the melody and a rhythm electric guitar strumming chords. Ride cymbals are loud in the mix and spring reverb is used as an effect. The electric bass is playing a walking pattern.",8,False,False
4Yc71_dU3m4,30,40,"/m/02w4v,/m/04rlf,/m/0jtg0","['instrumental', 'fast tempo', 'lively veena harmony', 'raga', 'indian classical', 'hindustani instrumental', 'concert', 'north indian classical music', 'indian string instrument', 'indian wind instrument', 'sandhya raag', 'classical music', 'hindustani', 'taal', 'sruti', 'melodic flute harmony', 'tanpura', 'tabla rhythm', 'indian percussion']","This music is a lively instrumental of the Indian Classical instruments. The tempo is fast with a lead Veena harmony, spirited tabla and tanpura rhythm and melodic flute accompaniment. The music is euphoric, mellifluous, dulcet, lively, high spirited and rich. This music is a Indian Classical Veena instrumental.",7,False,False
4ZwGxgOwBUc,140,150,"/m/015y_n,/m/03_d0,/m/04rlf,/m/09x0r","['instrumental', 'fast tempo', 'woman speaking', 'background', 'superimposed vocals', 'cheerful', 'playful', 'lively viloin', 'vivacious cello', 'viola', 'upbeat', 'engaging', 'spirited', 'static', 'ambient outdoor sounds', 'cheerful melody']","This music is a lively violin composition. The tempo is fast with a spirited violin harmony and vivacious viola and cello accompaniment. The music is upbeat, happy, cheerful, playful, fresh and captivating with the voice of a woman superimposed on it with static and ambient outdoor sounds. This instrumental is a background music to a live presentation happening outdoors.",7,False,False
4_s5vHgfxnw,30,40,"/m/0192l,/m/026t6,/m/085jw,/m/0l14md","['amateur recording', 'bagpipes', 'side drum', 'background voices', 'uptempo', 'traditional']","This audio contains someone playing bagpipes with something that sounds like a traditional piece. Someone is also playing a side drum snare along. This song may be playing on the street performed by buskers.",6,False,False
4a1a-lmDVaY,30,40,"/m/02x8m,/m/04rlf,/t/dd00035","['funk song', 'male voice', 'backing voices', 'tambourine', 'saxophone', 'percussion', 'guitar', 'funk bass', 'moderate tempo', 'upbeat', 'repetitive melody', 'guitar tron effect']","This funk song features a male voice singing the main melody. Other voices sing backing vocals in harmony. A saxophone plays a repetitive melody. This is accompanied by percussion playing a funk beat. The bass plays a funky bassline. A guitar plays muted chords using a tron effect. This song is upbeat and has a happy mood. This song can be played at a retro style disco.",0,False,False
4b8gTARnmVE,30,40,"/m/0145m,/m/0164x2,/m/04rlf,/m/0l14gg,/m/0ln16","['salsa', 'male vocals', 'joyful singing', 'piano', 'bass guitar', 'latin acoustic drums', 'latin percussion', 'clave', 'latin dance', 'vibrant', 'lively', 'upbeat', 'euphoric']","This is a salsa music piece. There is a male vocal in the lead joined by another as a back vocal. All the vocals are singing joyfully. There is a piano playing the main melody while a bass guitar is playing in the background. In the rhythmic background, there is an acoustic latin drum beat with percussion playing syncopations all over. There is a lively, upbeat atmosphere. This piece could be played at dance clubs and it could also be used as an accompaniment piece for latin dance courses.",9,False,True
4bXb6GLm6zg,30,40,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['live performance', 'blues', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'groovy', 'crunchy', 'slow tempo']","This is the live performance of a blues music piece. It is an instrumental performance. The lead electric guitar is playing a blues solo while another electric guitar and a bass guitar are playing in the background. The rhythmic background consists of a slow tempo blues acoustic drum beat. There is a groovy atmosphere to this performance. This piece could be playing in the background at a rock bar.",9,False,False
4cg3MsrvJqw,210,220,"/m/04rlf,/m/04szw,/m/04wptg,/m/0l14_3","['gehu chinese instrument', 'guqin chinese instrument', 'live recording', 'erhu chinese instrument', 'hand cymbal', 'bongo like percussion', 'traditional chinese folk music', 'group singing', 'background talking']","This is a traditional Chinese folk band playing  a variety of traditional chinese instruments. The erhu, which sounds much like a violin, is being played in harmony with the guqin to create a melody which the performers also sing. The percussion is done on a bongo-sounding drum. This  is a live performance, and we hear people speaking in the background.",3,False,False
4dilYyxYLmM,30,40,"/m/04rlf,/t/dd00035","['electro/dubstep/pop&lock', 'digital drum', 'digital bass sound', 'sound effects', 'uptempo', 'uplifitng energy']","This song contains a digital drum with a shaker panned to the left side of the speaker. There are other rhythmic sound effects panned to the right side of the speakers. A digital bass playing a repeating melody is the center of this song. This song may be playing in a dance battle.",6,False,False
4ezo771lGts,210,220,"/m/014zdl,/m/04rlf","['explosions', 'jet airplane', 'synthesized orchestral string pad', 'electronic drum beat', 'mellow backbeat', 'subdued', 'four chords']","Sounds of explosions and jet airplanes over a synthesized orchestral string pad playing a four chord progression and electronic drums playing a subdued, mellow backbeat rhythm.",8,False,True
4gEmWJCPZGo,370,380,"/m/01p970,/m/026t6,/m/0l14md","['tabla playing', 'instrumental music', 'groovy rhythm', 'sikh music', 'people chanting', 'punjabi music', 'trance music', 'religious song', 'devotional', 'fast tempo', 'trance music', 'traditional instruments', 'people chapping', 'cheering sounds', 'religious fervour', 'poor audio quality', 'harmonium playing accompaniment', 'harmonium player', 'congregational music']","The song is primarily an instrumental with male voices chanting prayers. The song is fast tempo with tabla percussions and harmonium playing accompaniment. The song is spirited and devotional with a trance like feel to it. The audio quality is very poor.",1,False,False
4hulNRgH6cI,30,40,"/m/04rlf,/t/dd00036","['instrumental', 'boomy bass line', 'synthesiser articulation', 'intense electric guitar feedback', 'slow tempo', 'grim', 'dangerous', 'threatening', 'savage', 'precarious', 'sinister', 'ambiguous', 'hard rock', 'rock']","This music is instrumental.the tempo is slow with a boomy, menacing bass and synthesiser arrangements. The music is deliberate, menacing, precarious,threatening, scary, sinister and grim. This music is Hard Rock.",7,False,True
4i11P4OCRfk,30,40,"/m/015vgc,/m/04rlf,/m/06j64v","['oriental', 'amateur recording', 'strings', 'dulcimer', 'tablas', 'slow to medium tempo']","This recording contains a dulcimer playing a melody along with loud tablas playing a lot of deep hits that are overloading the recording speakers. At the end a string sound comes underlining with long pad notes. This song may be playing in a live event.",6,True,True
4i1aizhCnfg,30,40,"/m/04rlf,/t/dd00034","['male vocalist', 'slow tempo', 'vigorous introduction', 'synthesiser arrangements', 'contrast song fade', 'soft acoustic guitar accompaniment', 'korean pop', 'k-pop', 'k-pop hits', 'mellow guitar', 'song fade', 'love song', 'romantic', 'emotional', 'passionate', 'mellow', 'soft', 'calm']","A male vocalist sings this mellow pop. The tempo is slow in contrast to the enthusiastic introductory bit in this section. The song is soft, mellow, emotional, repetitive, melancholic, nostalgic and passionate with a soft acoustic guitar accompaniment. This could be a song fade. This song is a Korean Pop/K-Pop song.",7,False,True
4i9DgH80kDg,30,40,"/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y","['instrumental', 'medium tempo', 'banjo', 'popping', 'cheerful', 'stringed instrument', 'lively', 'spirited', 'vibrations', 'stringed instrument', 'country music', 'plucking', 'folk music', 'bluegrass', 'african instrument', 'melodious', 'rhythmic']","This music is instrumental. The tempo is medium with an animated Banjo lead harmony. There is minimal instrumentation with cheerful ,popping vibrations of this beautiful instrument. It is lively ,spirited, cheerful and adds a beautiful layer to Country and Folk Songs.",7,False,True
